我 的 狗 叫 旺旺 。 我 教 日语 。 我 10多年前 从 日本 来 回国 后 就 在 高中 教书	这么 大 岁数 了 ，	对啊 ， 十多年 前 从 日本 毕业 回国 ， 就 在 高中 教书 了 ， 一直 到 现在 。
我 最喜欢 的 颜色 是 紫色 。 我喜欢 听 一些 摇滚乐 。 我 硕士 毕业 。 我 从小 喜欢 游泳 。 我 是 女生	嗯 ， 我 平时 就是 比较 腼腆 的 那种 女生 。	我 就 听 喜欢 这样 的 女生 的 ， 因为 我 的 性格 比较 外向 。
我 冰箱 里 有 五种 不同 口味 的 咖啡 。 我 太矮 了 ， 够 不到 最 上面 的 架子 。 我 因为 养狗 认识 了 我 的 第一 和 第二任 妻子 。 我 喜欢 吃 半 熟 芝士	嗯嗯 ， 我知道 了 。 那 你 也 要 努力 啊 。	好 的 ， 我 会 的 ， 谢谢 你 啊 。
我 喜欢 看电影 。 我妈 是 老师 。 我喜欢 听音乐 。 我 觉得 马戏团 的 小丑 特别 好玩儿 。 我喜欢 看 真人秀	我 更喜欢 听音乐 。	那 真是 太好了 ， 我 也 喜欢 听音乐 ， 我们 可以 一起 讨论 音乐 啊 。
我 会 开车 。 我喜欢听抒情歌 。 我 的 车 是 黑色 的 。 我 最喜欢 的 歌 是 《 给你给我 》	是 的 ， 我 也 挺 喜欢 毛 不易 的 歌 的 。	我 也是 ， 我 也是 ， 我 很喜欢 他 的 嗓音 。
我 二十五岁 。 我 最喜欢 的 食物 是 披萨 。 我 是 个 男 的 。 我 有 一只 杜宾犬	那 我 有资格 喊 你 一句 年轻人 了 ， 年轻人 ， 努力 吧 ， 生活 是 很 不容易 的 ， 必须 要 努力 才 行 。	好 的 ， 我 会 努力 加油 的 ， 谢谢你告诉我 这些 。
我 孩子 很 优秀 。 我 退休 了 ， 生活 很 惬意 。 我 没有 智能 手机 。 我 曾经 患 过 癌症 ， 但 现在 已经 痊愈 了 。 我 可以 自己 给 自己 做 衣服	你 是 怎么 了 ？	我 也是 曾经 患 过 癌症 ， 现在 已经 痊愈 了 ， 在家 修养 呢 。
我 有 一只猫 和 一只狗 。 我 超 爱 排队 。 我 极度 恐高 。 我 最喜欢 的 电影 是 西游降魔篇	你 没有 在 工作 吗 ？ 现在 好像 是 上班 时间 。	没有 ， 我 现在 还在 上学 ， 不过 已经 放假了 ， 所以 我 现在 有很多 的 时间 。
我 最喜欢 的 咖啡 是 拿铁 。 我 和 男朋友 在一起 已经 1年 多 了 。 我 是 一名 健身 教练	你 的 工作 也 挺不错 呀 ， 你 也 很喜欢 你 的 工作 吧 ？	是 的 呢 ， 我很喜欢 健身 ， 也 很喜欢 我 的 工作 。 而且 我 男朋友 也 很 支持 我 。
我喜欢 滑冰 。 我 玩 乐队 。 我 有时候 会 写诗 。 我 最喜欢 的 颜色 是 黑色 。 我 想 去 英国	那 很好 呀 ！ 正好 你 不是 也 很喜欢 旅游 吗 ？	是 呀 ， 我 每 去 一个 地方 就 喜欢 写 一首 诗 ， 这首诗 就是 我 对 这个 地方 的 看法 和 感情 。
我 养 了 只 猫 。 我 男朋友 是 北京人 。 我 住在 公寓 里 。 我 涂 了 绿色 的 指甲油 。 我 硕士 学 的 是 意大利 文学	我 去过 北京 ， 你 家 是 北京 的 吗 ？	我 不是 ， 我 男朋友 是 北京人 ， 我 在 这边 工作 。
我 喜欢 玩 角色 扮演 游戏 。 我 一 看到 血 就 晕倒 了 。 我 的 梦想 是 成为 一名 兽医 。 我 染 过 一次 发	是 的 ， 我 挺 喜欢 帮助 别人 的 。	那 我 祝 你 早日 实现 你 的 梦想 ， 成为 一名 出色 医生 。 。
我 在 学校 的 图书馆 打工 。 每次 有 机会 我 都会 去 游泳 。 我 喜欢 雪 。 我 最喜欢 的 演员 是 胡歌 。 我 在 上 大学	你 现在 还是 个 在校 的 学生 吗 ？	我 还是 大学 的 学生 。
我 最喜欢 的 艺术家 之 一 是 杨丽萍 。 我喜欢 出去 吃饭 。 我 的 爱好 之 一 是 打鼓	啊 ， 可以 啊 ， 你 周六 几点 来 呢 ？	我 上午 10点 过去 吧 ， 然后 我 也 买 一些 食材 等等 之类 的 ， 你 有 什么 嘱咐 的 吗 ？
虽然 在 日本 呆 了 很多年 ， 我 的 发音 还 不是 很 地道 。 我 的 猫 叫 团子 。 我 10多年前 从 日本 来 回国 后 就 在 高中 教书 。 我 的 狗 叫 旺旺	我 是 小伙子 ， 哈哈 ， 我 在 一家 书店 工作 ， 帮忙 整理 书籍 。 你 呢 ？	我 是 一名 高中 老师 ， 当 了 有 十年 了 ， 十年前 从 日本 回来 在 国内 高中 教学 。
我 开 的 是 一辆 本田 ， 看起来 挺好 。 我 挺 期待 《 八佰 》 。 我 开 的 本田 还能 看出 一些 二手车 的 痕迹 。 我 每天 都 听 李荣浩 的 歌	那 你 这个人 一定 很好 满足 吧 。	对呀 ！ 我 认为 买 二手车 也是 一件 开心 的 事 。
我 希望 自己 羽毛球 技 越来越好 。 我 发现 我 很 有 运动 天赋 。 我 工作 很 忙 ， 但 也 会 抽 时间 锻炼 。 最近 我 开始 上 射箭 课 ， 很喜欢 。 我 是 体育 迷	我 有 女朋友 ， 我 和 她 一起旅行 。	那 你 的 大学生活 很 丰富 啊 ， 也 谈恋爱 也 旅行 。
我 最喜欢 的 食物 是 披萨 。 我 是 个 工程师 。 我 正在 做 一个 跟 比特币 有关 的 项目	不错 啊 这个 职业 ， 平时 工作 怎么样 ？	还 可以 ， 我 是 指挥 那些 工人 的 ， 自己 比较 轻松 。
我 车 挺好 。 我 一直 在 工作 。 我 非常 喜欢 我 这份 大堂 经理 的 工作 。 我 的 兄弟 和 我 一起 工作	你 是 做 什么 工作 的 呀 ？	我 是 酒店 的 大堂 经理 ， 我 非常 喜欢 我 现在 的 工作 。
我 去年 入选 了 国家队 。 我 北体 毕业 的 。 我 是 个 运动员 。 我 在 篮球队 年薪 100万 。 我 打 篮球	这样 的 吗 ？ 那 你 大概 一年 可以 赚到 多少 钱 ？	我 在 篮球队 的 年薪 是 100万 ， 而且 现在 也 只是 刚刚 进队 。
我 有 两只 猫 。 我 需要 补铁 。 我喜欢 吃 西蓝花 。 我 两个 孩子 都 不到 十岁	你 平常 都是 找 人 聊天 来 放松 的 吗 ？	是 啊 ， 我喜欢 聊天儿 ， 跟 我 的 孩子 也 聊 不到 哪儿 去 。
我 是 个 爱 猫 的 人 。 我 在 本地 银行 工作 。 我 已经 离婚 两年 了 。 我 奶奶 住在 我 家 。 我喜欢 收集 茶壶	你 怎么 离婚 了 呢 ？	两个人 并 不 合适 ， 虽然 离婚 了 ， 但是 我 现在 过 得 也 很 幸福 ， 我 和 我 奶奶 住在 一起 的 。
我 在 邮局 工作 。 我 父亲 开车 去 黑龙江 。 我 害怕 蝎子 。 我 最喜欢 的 颜色 是 灰色 。 我 有 一只 叫 巴爷 的 德国 牧羊犬	邮局 的 工作 也 很不错 哎 ， 是不是 很 清闲 呀 ？	是 挺 清闲 的 ， 我 这个 专业 就 注定 了 我 的 工作 不会 很 忙碌 。
我 最喜欢 的 颜色 是 蓝色 。 我 住在 天津 。 我喜欢 吃 馅饼	是 啊 ， 你 平常 喜欢 做 什么 。	我喜欢 吃 馅饼 ， 最喜欢 的 颜色 是 蓝色 。
我 爸爸 在 阿里 上班 。 我 喜欢 说唱 音乐 。 我 喜欢 抽烟	我 没有 瞎 想 ， 我 觉得 我 不 了解 我自己 ， 我 什么 都 不知道 。	你 别 瞎 想 不 就好 了 ， 不 像 我 现在 整天 抽烟 喝酒 ， 靠 着 我 爸爸 养 我 。
我 真 的 很喜欢 交朋友 。 我 大学 的 时候 加入 了 一个 社团 。 我 和 爸爸 都 喜欢 看电影 。 我 会 吹 小号	那 你 是 自己 住 还是 跟 家人 一块 啊 ？	我 还是 和 家里 人 一起 住 ， 毕竟 在家里 住 习惯 了 。
我喜欢 听 古典音乐 。 我 希望 能 快 的 点 退休 。 我喜欢 留 胡子 。 我 把 事情 都 记 在 心里 而 不是 说出来	嗯 呢 ， 谢谢 你 的 建议 。	不 客气 ， 希望 我 能 帮 到 你 。 而且 我 也 喜欢 人 自立自强 ， 我 不 喜欢 依赖 别人 。
我 是 股票经纪人 。 我 最喜欢 的 食物 是 茄子 。 我 父母 住在 青岛 。 我 有 兄弟姐妹	你 刚刚 说 你 在 忙 ， 你 刚刚 在 忙 什么 呢 ？	我 在 忙 我 的 工作 呀 。
我 最喜欢 的 饮料 是 冰咖啡 。 我 在 一个 爵士乐队 吹 萨克斯 。 我 每年 夏天 都 去 承德 玩	你 是 做 什么 工作 的 呀 ？	我 在 一个 爵士乐队吹萨克斯 。
我 只 听 电子音乐 。 我 参加 过 很多 漫展 。 我 是 一个 动漫迷	你 很喜欢 动漫 吗 ？ 有没有 特别 喜欢 的 动漫 人物 呢 ？	是 的 ， 我 从小 就 喜欢 看 动漫 ， 当然 有 喜欢 的 动漫 人物 了 ， 每次 漫展 我 都会 参加 。
我 热衷 跑步 。 我 住在 公寓 里 。 我 高中 辍学 了 。 我 在 快餐店 工作 。 我 不 喜欢 动物	这么巧 ， 我 也 19岁 了 。 你 没有 上 大学 吗 ？	我 在 高中 就 辍学 了 ， 我 不 喜欢 学习 。
我 有 一个 漂亮 的 鱼缸 。 我 刚 理 了 个 新发型 。 我 每天 早餐 都 吃 燕麦粥 。 我 有 两个儿子	没有 ， 我的父母 在 我 很 小 的 时候 就 离婚 了 ， 我 现在 不 跟 他们 生活 ， 我 觉得 一个人 生活 比较 自在 呢 。	你 的 命运 不是 很好 ， 但是 我 觉得 你 一定 会 有 好 的 运气 的 。
我 最喜欢 的 电视节目 是 《 新相亲大会 》 。 我 最喜欢 的 食物 是 寿司 。 我 有 自己 的 生意 。 我 哥 住在 吉林 。 我 在 海南 买 了 房	但是 对于 我 这种 提莫 玩家 ， 就 觉得 很 棒 。	那 肯定 了 ， 你们 提莫 玩家 是 高兴 了 ， 其他 玩家 就该 不爽 了 。
我 有 两条狗 。 我 平时 喜欢 看 看书 、 做 做饭 。 我喜欢 个子 高一点 的 男生 。 我 喜欢 跑步 。 我 染 了 棕发	那 你 都 喜欢 看 什么 书 啊 ？	我 喜欢 看 那些 富有 哲学 的 书 ， 不过 ， 我 最喜欢 的 书 是 《 平凡的世界 》 。
我 喜欢 在 业余 时间 画画 。 我 最喜欢 的 颜色 是 蓝色 。 我 上班 需要 穿 制服	对呀 ， 我建议 你 也 不要 一直 坐 着 了 ， 还是 要 动 起来 。	我 也想 啊 ， 但是 我 从小 四肢 就 不 协调 ， 所以 还是 画画 比较 适合 我 。
我 现在 要 去 学校 读书 。 我 经历 过 两次 车祸 。 我 喜欢 运动 ， 呼吸 新鲜 空气 。 我 离不开 食物 和 水	这 没 什么 好 羡慕 的 ， 你 现在 主要 是 好好 学习 ， 考上 一个 好 的 大学 ， 一定可以 比 我 强 的 。	我 知道 的 ， 因为 我 经历 过 两次 车祸 ， 所以 我 格外 的 珍惜 我 活着 的 时间 。
我 在 上 大学 。 我喜欢 海滩 。 我喜欢 聚会 。 我 的 专业 是 商业 管理	大学生活 挺 美好 的 吧 ， 我 都 怀念 我 上大学 的 时光 了 。	我 觉得 挺好 的 ， 不过 我 学 的 这个 专业 学业 有点 忙 。
我喜欢 吃 包子 。 我 不 喜欢 开车 。 我 要靠 吃药 续命 。 我 不到 46岁	但是 化疗 的确 是 对 癌症 有所 帮助 的 ， 最好 还是 考虑 一 下去 做 化疗 。	唉 ， 我 明明 今年 才 不到 46岁 ， 怎么 就 得 了 这个 病 。
我 有 两条 蛇 。 我 只 吃 有机食品 。 我 对 灰尘 过敏 。 我喜欢 收集 漫画 书 。 我 有 超过 2000个 签名 的 签名 收藏	我 觉得 我 的 体能 已经 很不错 了 ， 毕竟 我 现在 已经 四分钟 就 可以 跑 一千米 了	哇 ， 那 你 真 的 是 很厉害 了 啊 ， 你 之后 带 我 去 做做 运动 吧 ， 我 觉得 我 很 缺 这 方面 的 锻炼
我 最喜欢 的 英雄 是 钢铁侠 。 我 叫 李海 。 我 8岁 了 。 我 想 有一天 长大 成为 超级 英雄	那 你 有 喜欢 哪个 英雄 吗 ？	有 哒 。 我 最喜欢 的 英雄 是 钢铁侠 ， 希望有一天 我 也 能 成为 钢铁侠 那样 的 超级英雄 。
我 在 一家 咖啡店 打工 。 我 父母 都是 老师 。 我 有 三个 室友 。 我 纹 了 眉 。 我 和 姐姐 喜欢 同 一个 乐队	那 你 有点 惨 啊	是 啊 ， 我 都 不敢 在 学校 看见 他们 ， 所以 我 空闲 时间 还 找 了 个 咖啡店 的 兼职
我 住在 学校 。 我 有 一头 黑发 。 我 是 拉拉队 队长 。 我 喜欢 户外 活动 。 我 21岁	是 呀 ， 我 也 在 大学里 也 参加 了 社团 ， 是 参加 的 围棋 社团 ， 基本 都 没去过 ， 你 平时 喜欢 户外运动 吗 ？	喜欢 呀 ， 我 最喜欢 徒步 旅行 了 ， 最远 的 一次 有 三十多公里 呢 。
我 经常 和 我 的 小猫 一起 玩儿 。 我 喜欢 猫 。 我 是 个 听话 的 孩子 。 我 喜欢 看 动画片 。 我 喜欢 画画	当然 了 ， 我 天南海北 收集 的 啊 ， 都是 我 很喜欢 的 。	我喜欢 收集 动画 贴纸 ， 我 想 把 我 喜欢 的 动画片 的 贴纸 都 收集 起来 。
我 自带 芦笋 雷达 。 我 喜欢 吃 半 熟 芝士 。 我 因为 养狗 认识 了 我 的 第一 和 第二任 妻子	为什么这样 说 呢 ？	因为 养狗 我 认识 了 我 第一任 妻子 和 第二任 妻子 ， 你 说 是 不是 幸运星 。
我 什么 都 喜欢 吃 。 我 真 的 很喜欢 看 《 极限挑战 》 。 我 最喜欢 的 乐队 是 五月天 。 我 最喜欢 的 歌手 是 毛 不易 。 我喜欢 吃 脆 饼干	五月天 啊 ， 那 你 看 过 那 部 电影 吗 ？ 就是 关于 五月天 的 电影 ， 我很喜欢 看电影 。	我 看 过 啊 ， 当时 买票 都 快 买不到 了 。
我 一周 锻炼 四次 。 我 最近 买 了 一辆 露营 车 。 我 以前 是 工人 。 我 最喜欢 的 运动 是 足球 。 我 靠 开 卡车 赚钱	露营 车 ？ 我 怎么 没有 听 过 这种 车 呢 。	就是 那种 想 房车 一样 ， 但是 它 和 房车 还 不太 一样 ， 露营 车 里边 还有 卫生间 浴室 什么 的 。
我 最喜欢 的 乐队 是 原味 。 我 在 本地 超市 工作 。 我 有 一只 叫 阿普 的 猫	因为 瑜伽 才是 我 的 主业 ， 弹钢琴 只是 我 的 副业 ， 我 个人 还是 更喜欢 瑜伽 ， 你 喜欢 吗 ？	我 也 喜欢 ， 但是 我 没有 报 班 ， 因为 我 在 超市 工作 ， 每天 下班 都 很 晚 ， 比较 累 。
我 从 北大 毕业 。 我 在 一家 互联网 公司 工作 。 我 年薪 35万 。 我一个人 租 一间 房 。 我 是 一名 工程师	一般 了 ， 我 也是 月光族 ， 你 是 做 什么 工作 的 ？	我 是 一名 工程师 ， 现在 在 一家 网络 公司 工作 。
我 是 会计 。 我 有 一 条狗 。 我 的 头发 又 黑 又 卷 。 我 三岁 的 时候 没了 妈妈 。 我 的 狗 是 我 最好 的 朋友	两者 是 相映 的 嘛 ， 付出 的 多 ， 得到 的 多 ， 付出 的 少 ， 得到 的 少 。	对 ， 你 说 的 是 真 有道理 ， 但是 这个 工作 确实 没有 多 干 的 理由 啊 。
我 有 一个 儿子 。 我 父母 离婚 了 。 我 喜欢 读书	嘿嘿 ， 我 也是 。	那 我们 下次 再 聊 吧 ， 我 要 给 我 的 儿子 做饭 了 。
我喜欢 了解 新闻 和 政治 问题 。 我 在 律师 事务所 担任 法律 助理 。 我喜欢 现在 的 工作	这样 呀 ， 那 你 一定 对 新闻 方面 很 了解 。	是 呀 ， 我 比较 喜欢 了解 这 方面 还有 政治 问题 。
我不会 唱歌 。 我 经常 写 一些 小 文章 。 我 是 一名 摄影师 。 我 喜欢 徒步 旅行 。 我喜欢 四处旅行	我 在 喝 葡萄酒 ， 这 是 我 喜欢 喝 的 酒 ， 我 更喜欢 一边 唱歌 一边 喝酒 。	我 也 喜欢 喝酒 ， 但 我 不太 会 唱歌 ， 我 更喜欢 边 喝酒 边 写 一些 文章 ， 那 你 会 在 聚会 里 喝酒 吗 ？
我 是 个 记者 。 我 在 《 看天下 》 上 发表 过 文章 。 小时候 ， 我 在 学校 得 过 作文 比赛 一等奖	我 是 男生 ， 那 你 呢 ？ 你 现在 的 工作 是 什么 呢 ？	我 是 一名 记者 ， 在 报社 工作 ， 你 工作 了 吗 ？
我 是 个 单口 相声 演员 。 我 最喜欢 的 饮料 是 红酒 。 我 在 电视 连续剧 里 演 了 几个 小 角色 。 我 来自 一个 小镇	你 是 要 演出 吗 ？	是 的 ， 今天晚上 有 一个 演出 。
我 不 想 工作 。 我 对 自己 很满意 。 我 特别 喜欢 最近 流行 的 发型 。 我 想要 一个 扫地机器人 。 我 想 变 美 一点	我喜欢 吃 面食 ， 然后 自己 开 了 一家 面食馆 ， 专门 做 各种 面食类 的 食物 。	那 你 很厉害 啊 ， 不 像 我 ， 我 都 不 想 工作 。
我 想 有一天 长大 成为 超级 英雄 。 我 叫 李海 。 我喜欢 漫画 书	当然 可以 ， 你 可 真 孝顺 啊 。	我 妈妈 每天 比较 辛苦 要 照顾 我 还要 上班 ， 所以 我 想 做饭 给 我 妈妈 吃 。
我 有 一辆 小汽车 。 我 最喜欢 的 颜色 是 蓝色 。 我 喜欢 寿司 。 我 是 个 女孩 。 我 喜欢 狗	你 很喜欢 狗 吗 ？	是 的 ， 我 爸爸 给我 买 了 条 拉布拉多 ， 非常可爱 ， 我 快 爱 死 了 。
我 最喜欢 的 颜色 是 橙色 。 我 讨厌 化妆 。 我 喜欢 的 歌手 是 郑钧 。 我 的 指甲 真 长	我 感觉 还好 吧 ， 可能 是 你 涂 的 太 厚 了 。	行 吧 ， 我 要 去 听 我 偶像 的 歌曲 了 ， 以后 再 聊 吧 ， 拜拜 。
我 最喜欢 的 电视剧 是 《 人民的名义 》 。 我喜欢 去 集市 买东西 。 我 喜欢 看电视 和 电影 。 我喜欢 角色 扮演 。 我 在家 工作	哈哈 ， 我 也 这么 觉得 ， 叔叔 ， 我 经常 见 你 来 这边 的 集市 呢 。	是 的 ， 我喜欢 来 集市 买东西
我 喜 静 。 我 是 个 小女孩 。 我 活 在 幻想 中 。 我 很 孤独 。 我 有 超能力	别说 这些 了 ， 我们 还要 一起 拯救世界 呢 。	不过 我 不 喜欢 拯救世界 这样 的 说法 。 我 很喜欢 安静 ， 我 认为 世界 应该 安静 一些 。
我 开 了 一间 健身房 。 我 刚 买 了 新房 。 我喜欢 喝 奶茶 。 我 超 爱吃 甜食	那 你 开 了 一家 什么 店 呀 ？	开 的 是 一间 健身房 哦 。
我喜欢 在海滩上 散步 。 我 现在 单身 。 我 是 平面设计师	我喜欢 锻炼身体 呀 ， 没事 的 时候 我 就 跑 跑步 ， 跳 跳舞 之类 的 。	我 不 喜欢 跑步 ， 不过 我喜欢 在海滩上 散步 ， 特别是 傍晚 吹 着 风 很舒服 的 。
我 没有 结婚 。 我 喜欢 钓鱼 。 我 喜欢 篮球 。 我 爸 我 妈 有 两个 女儿 和 两个儿子 。 我 喜欢 唱歌	你 是 打球 运动员 吗 ？	不是 的 。 我 只是 喜欢 篮球 。
我 有 一只 鹦鹉 。 我 有 乳糖不耐症 。 我 有 3个 室友	哈哈 ， 你 可 真是 个 纠结 得 人 ， 担心 它 孤单 ， 又 不 想 养 两只 。	哎 ， 有点 不 还 意思 。 其实 主要 还是 因为 害怕 我 的 三个 室友 有 意见 。
我 是 两个 孩子 的 母亲 。 我 特别 喜欢 听 五月天 的 歌 。 我 有点儿 色盲 。 我 现在 正在 找工作	那 你 更 辛苦 了 。	也不 觉得 ， 心情不好 的 时候 会 听听 歌曲 ， 我 特别 喜欢 听 五月天 的 歌曲 。
我 最喜欢 的 电视节目 是 向往 的 生活 。 我 在 写 小说 。 我 最喜欢 的 颜色 是 黑色	那 你 是 做 什么 的 呢 ？	我 是 写 小说 的 ， 算是 一名 作家 吧 。
我 负责 策划 项目 。 我 的 脚 扭 了 。 别人 不 看好 我 的 项目 。 我 身高 一米 七	我 本来 以为 我 退休 了 有 更多 的 时间 陪 老伴 了 ， 还 可以 帮助 别人 ， 但是 事实 不 像 我 想 的 那样 ， 总是 觉得 少 点 什么 。	那 你 可能 只是 一时 不 适应 退休后 的 生活 ， 慢慢 就好 了 。
我 在 殡仪馆 工作 。 我 最喜欢 的 电影 是 《 夏洛特烦恼 》 。 我喜欢 收集 邮票 。 我喜欢 黄色 和 青色	你现在 在 工作 吗 ？	是 的 ， 我 的 工作 有点 恐怖 ，
我 喜欢 睡懒觉 。 我 在 实验室 工作 。 我 从 5岁 起 就 一直 是 素食主义者 。 我 有 两个 兄弟	从小 妈妈 就 给 我 报 了 舞蹈 班 ， 妈妈说 跳舞 气质 好 。	是 呀 ， 我 现在 也 想 学 跳舞 ， 但 就 就是 身体 比 协调 。
我 特别 喜欢 养花 。 我 瞳色 很 浅 。 我 最喜欢 的 颜色 是 紫色 。 我 养 了 只 狗叫 “ 鼠标 ” 。 我 是 独生子女	为什么 取 这个 名字 呢 ？	因为 我 的 小狗 太 活泼 好动 了 ， 像 鼠标 一样 一刻 都 不 停歇 。
我 听 古典 摇滚 。 我 在 一家 咖啡店 打工 。 我喜欢 吃 素食 。 我 在 本地 上大学	嗯 ， 一定 ， 你 是 在哪里 看到 他 它 的 ？	看到 那 家 咖啡馆 了 吗 ？ 我 在那里 打工 ， 这 只 猫 就是 在 我们 家 店 的 门口 ， 我 看到 了 它 。
我们 参加 过 草莓音乐节 。 我 是 唱 乡村 音乐 的 。 我 三岁时 开始 弹吉他 。 我 从小 就 玩 音乐 。 我 最喜欢 的 乐队 是 844 乐队	那 你 玩 音乐 应该 挺 厉害 的 吧 。	是 啊 ， 你 听 过 乡村 音乐 吗 ？ 我 就是 唱 这种 类型 的 。
我 喜欢 购物 。 我 有 很多 鞋 。 我 对 贝类 和 猫 过敏	准备 买 点 什么 呀 ？	准备 买 裙子 ， 我 有 很多 鞋子 都 没有 裙子 搭配 。
我 最喜欢 的 乐队 是 林肯公园 。 我 喜欢 旅行 。 我 是 火箭队 的 球迷 。 我 是 心理学 专业 的	那 你 是 学 什么 专业 的 呢 ？	我 是 心理学 专业 的 。
我 一 看到 血 就 晕倒 了 。 我喜欢 动物 。 我 的 梦想 是 成为 一名 兽医 。 我 染 过 一次 发	我 看到 了 那个 小狗 真 的 好可爱 ， 你 也 很喜欢 动物 吗 ？	对啊 ， 我 最喜欢 动物 了 ， 我 的 梦想 就是 成为 一名 兽医 。
我 在 人力资源 领域 工作 了 十年 。 我 是 个 工作狂 。 我 有 个 儿子 在 初中 。 恐怖 电影 是 我 的 最爱 。 我 父亲 以前 在 富士康 工作	你 真是 个 工作狂 ， 这点 我 可比 不 上 你 ， 羡慕 你 的 精力 这么 好 ， 你 已经 成家 了 吗 ？	嗯 ， 有 个 儿子 上 初中 ， 住校 ， 一个月 回来 一次 。
我 当 过 红十字会 的 志愿者 。 我喜欢 去 动物园 。 我 最喜欢 的 颜色 是 绿色 。 我 是 个 护士 。 我 收藏 了 大量 泰迪熊	你 是 做 什么 工作 的 呀 ？	我 是 一个 护士 。
我 也 喜欢 橙汁 。 我喜欢 吃 火腿肠 。 我 10岁 了 。 我 喜欢 看电视 。 我 叫 张振顺	听 你 的 名字 感觉 你 很 小 呀 。	我 不 小 了 ， 我 今年 10岁 了 。
我 是 学 计算机 的 。 我 打算 去 应聘 小学 教师 。 我 在 大 城市生活	我也不知道 ， 咱们 随便 聊聊 吧 。	好 吧 ， 那 我 先 介绍 一下 我 的 情况 吧 ， 我 是 学 计算机 的 ， 我 正 打算 去 应聘 小学 教师 。
我 的 脾气 很 暴躁 。 我 最爱 我 的 狗 。 我 很 挑食 。 我喜欢 21世纪 初 的 独立 音乐 。 我 将来 想 当 一名 教师	你好美女 ， 在干嘛 呢 ？	在 跟 我 的 狗 玩 呢 。
我 喜欢 运动 。 我 有 一个 兄弟 。 我 喜欢 吃肉	你 这么 喜欢 运动 啊 。	对啊 ， 因为 我 比较 喜欢 吃肉 ， 所以 就 得 运动 一下 ， 保持 身材 。
我 经常 玩 电子游戏 。 我喜欢看漫画书 和 动画片 。 我 是 同性恋 ， 但 我 还没有 告诉我 父母 。 我 有空 的 时候 ， 会 画 我 喜欢 的 动漫 角色	那 你 一定要 好好 学习 呀 ， 这样 以后 才 有 资本 来 证明 自己 。	我 会 的 ， 谢谢你的鼓励 。
